Scenario,Probability,Iteration,Accuracy,Rule Percentage,Conciseness
Heuristic 3 Only,p=0,0,8.0,0.0,0.0
Heuristic 3 Only,p=0,1,12.0,0.0,0.0
Heuristic 3 Only,p=0,2,16.0,10.0,1.4
Heuristic 3 Only,p=0,3,20.0,11.666666666666666,5.6
Heuristic 3 Only,p=0,4,24.0,11.666666666666666,5.6
Heuristic 3 Only,p=0,5,28.000000000000007,6.666666666666666,2.6
Heuristic 3 Only,p=0,6,32.0,11.666666666666666,6.0
Heuristic 3 Only,p=0,7,36.0,21.666666666666664,7.7
Heuristic 3 Only,p=0,8,40.0,31.666666666666664,14.3
Heuristic 3 Only,p=0,9,44.0,30.0,15.1
Heuristic 3 Only,p=0,10,48.0,35.0,12.7
Heuristic 3 Only,p=0,11,52.0,50.0,9.6
Heuristic 3 Only,p=0,12,56.000000000000014,45.0,10.0
Heuristic 3 Only,p=0,13,60.0,55.0,7.3
Heuristic 3 Only,p=0,14,64.0,50.0,7.9
Heuristic 3 Only,p=0,15,68.0,55.0,7.4
Heuristic 3 Only,p=0,16,72.0,60.0,6.866666666666665
Heuristic 3 Only,p=0,17,76.0,60.0,6.866666666666665
Heuristic 3 Only,p=0,18,80.0,60.0,7.933333333333333
Heuristic 3 Only,p=0,19,84.0,80.0,5.066666666666666
Heuristic 3 Only,p=0,20,88.0,80.0,5.066666666666666
Heuristic 3 Only,p=0,21,92.0,85.0,4.8
Heuristic 3 Only,p=0,22,96.0,100.0,4.0
Heuristic 3 Only,p=0,23,100.0,100.0,4.0
Heuristic 3 Only,p=0.5,0,8.0,0.0,0.0
Heuristic 3 Only,p=0.5,1,12.0,10.0,0.6
Heuristic 3 Only,p=0.5,2,16.0,13.333333333333332,0.4
Heuristic 3 Only,p=0.5,3,20.0,36.666666666666664,6.2
Heuristic 3 Only,p=0.5,4,24.0,35.0,6.4
Heuristic 3 Only,p=0.5,5,28.000000000000007,43.33333333333333,5.7333333333333325
Heuristic 3 Only,p=0.5,6,32.0,31.666666666666664,7.7
Heuristic 3 Only,p=0.5,7,36.0,20.0,8.3
Heuristic 3 Only,p=0.5,8,40.0,26.666666666666664,10.6
Heuristic 3 Only,p=0.5,9,44.0,33.33333333333333,13.4
Heuristic 3 Only,p=0.5,10,48.0,35.0,13.9
Heuristic 3 Only,p=0.5,11,52.0,45.0,10.9
Heuristic 3 Only,p=0.5,12,56.000000000000014,48.33333333333333,9.2
Heuristic 3 Only,p=0.5,13,60.0,50.0,10.566666666666666
Heuristic 3 Only,p=0.5,14,64.0,65.0,6.2
Heuristic 3 Only,p=0.5,15,68.0,80.0,4.966666666666667
Heuristic 3 Only,p=0.5,16,72.0,80.0,5.75
Heuristic 3 Only,p=0.5,17,76.0,80.0,5.4833333333333325
Heuristic 3 Only,p=0.5,18,80.0,85.0,4.95
Heuristic 3 Only,p=0.5,19,84.0,95.0,4.466666666666667
Heuristic 3 Only,p=0.5,20,88.0,100.0,4.0
Heuristic 3 Only,p=0.5,21,92.0,100.0,4.0
Heuristic 3 Only,p=0.5,22,96.0,100.0,4.0
Heuristic 3 Only,p=0.5,23,100.0,100.0,4.0
Heuristic 3 Only,p=1,0,8.0,0.0,0.0
Heuristic 3 Only,p=1,1,12.0,0.0,0.0
Heuristic 3 Only,p=1,2,16.0,0.0,0.0
Heuristic 3 Only,p=1,3,20.0,6.666666666666666,2.2
Heuristic 3 Only,p=1,4,24.0,0.0,0.0
Heuristic 3 Only,p=1,5,28.000000000000007,0.0,0.0
Heuristic 3 Only,p=1,6,32.0,0.0,0.0
Heuristic 3 Only,p=1,7,36.0,0.0,0.0
Heuristic 3 Only,p=1,8,40.0,11.666666666666666,5.8
Heuristic 3 Only,p=1,9,44.0,21.666666666666664,8.4
Heuristic 3 Only,p=1,10,48.0,38.33333333333333,6.0
Heuristic 3 Only,p=1,11,52.0,46.666666666666664,5.2
Heuristic 3 Only,p=1,12,56.000000000000014,51.666666666666664,7.4
Heuristic 3 Only,p=1,13,59.2,58.33333333333333,11.0
Heuristic 3 Only,p=1,14,63.2,75.0,6.333333333333333
Heuristic 3 Only,p=1,15,67.2,75.0,7.6
Heuristic 3 Only,p=1,16,70.4,80.0,5.533333333333333
Heuristic 3 Only,p=1,17,74.4,95.0,4.516666666666667
Heuristic 3 Only,p=1,18,78.4,100.0,4.3
Heuristic 3 Only,p=1,19,82.4,100.0,4.3
Heuristic 3 Only,p=1,20,86.4,100.0,4.3
Heuristic 3 Only,p=1,21,90.4,100.0,4.3
Heuristic 3 Only,p=1,22,94.4,100.0,4.3
Heuristic 3 Only,p=1,23,98.4,100.0,4.3
