Scenario,Probability,Iteration,Accuracy,Rule Percentage,Conciseness
Heuristic 3 Only,p=0,0,0.0,0,0
Heuristic 3 Only,p=0,1,0.0,0,0
Heuristic 3 Only,p=0,2,0.0,0.0,0
Heuristic 3 Only,p=0,3,4.0,0.0,0
Heuristic 3 Only,p=0,4,8.0,0.0,0
Heuristic 3 Only,p=0,5,12.0,33.33333333333333,11.0
Heuristic 3 Only,p=0,6,16.0,0.0,0
Heuristic 3 Only,p=0,7,20.0,0.0,0
Heuristic 3 Only,p=0,8,20.0,0.0,0
Heuristic 3 Only,p=0,9,20.0,0.0,0
Heuristic 3 Only,p=0,10,24.0,33.33333333333333,12.0
Heuristic 3 Only,p=0,11,28.000000000000004,33.33333333333333,12.0
Heuristic 3 Only,p=0,12,32.0,33.33333333333333,12.0
Heuristic 3 Only,p=0,13,32.0,50.0,6.0
Heuristic 3 Only,p=0,14,32.0,50.0,6.0
Heuristic 3 Only,p=0,15,32.0,50.0,6.0
Heuristic 3 Only,p=0,16,32.0,50.0,6.0
Heuristic 3 Only,p=0,17,36.0,50.0,6.0
Heuristic 3 Only,p=0,18,36.0,50.0,6.0
Heuristic 3 Only,p=0,19,40.0,66.66666666666666,3.5
Heuristic 3 Only,p=0,20,40.0,66.66666666666666,3.5
Heuristic 3 Only,p=0,21,44.0,100.0,2.5
Heuristic 3 Only,p=0,22,44.0,100.0,2.5
Heuristic 3 Only,p=0,23,48.0,100.0,2.0
Heuristic 3 Only,p=0.5,0,8.0,0.0,0
Heuristic 3 Only,p=0.5,1,12.0,0.0,0
Heuristic 3 Only,p=0.5,2,16.0,0.0,0
Heuristic 3 Only,p=0.5,3,20.0,0.0,0
Heuristic 3 Only,p=0.5,4,20.0,50.0,6.0
Heuristic 3 Only,p=0.5,5,20.0,50.0,4.0
Heuristic 3 Only,p=0.5,6,24.0,25.0,11.0
Heuristic 3 Only,p=0.5,7,28.000000000000004,25.0,11.0
Heuristic 3 Only,p=0.5,8,32.0,25.0,13.0
Heuristic 3 Only,p=0.5,9,36.0,25.0,11.0
Heuristic 3 Only,p=0.5,10,36.0,50.0,5.0
Heuristic 3 Only,p=0.5,11,36.0,75.0,2.6666666666666665
Heuristic 3 Only,p=0.5,12,36.0,75.0,2.6666666666666665
Heuristic 3 Only,p=0.5,13,40.0,75.0,2.6666666666666665
Heuristic 3 Only,p=0.5,14,44.0,100.0,2.0
Heuristic 3 Only,p=0.5,15,44.0,100.0,2.0
Heuristic 3 Only,p=0.5,16,48.0,100.0,2.0
Heuristic 3 Only,p=0.5,17,52.0,100.0,2.0
Heuristic 3 Only,p=0.5,18,52.0,100.0,2.0
Heuristic 3 Only,p=0.5,19,52.0,100.0,2.0
Heuristic 3 Only,p=0.5,20,52.0,100.0,2.0
Heuristic 3 Only,p=0.5,21,52.0,100.0,2.0
Heuristic 3 Only,p=0.5,22,52.0,100.0,2.0
Heuristic 3 Only,p=0.5,23,52.0,100.0,2.0
Heuristic 3 Only,p=1,0,8.0,100.0,1.0
Heuristic 3 Only,p=1,1,12.0,50.0,9.0
Heuristic 3 Only,p=1,2,16.0,50.0,9.0
Heuristic 3 Only,p=1,3,20.0,50.0,9.0
Heuristic 3 Only,p=1,4,20.0,100.0,1.0
Heuristic 3 Only,p=1,5,20.0,100.0,1.0
Heuristic 3 Only,p=1,6,24.0,50.0,5.0
Heuristic 3 Only,p=1,7,28.000000000000004,50.0,5.0
Heuristic 3 Only,p=1,8,32.0,50.0,5.0
Heuristic 3 Only,p=1,9,36.0,100.0,2.5
Heuristic 3 Only,p=1,10,36.0,100.0,2.5
Heuristic 3 Only,p=1,11,40.0,66.66666666666666,5.5
Heuristic 3 Only,p=1,12,40.0,66.66666666666666,5.5
Heuristic 3 Only,p=1,13,40.0,75.0,3.3333333333333335
Heuristic 3 Only,p=1,14,40.0,100.0,1.75
Heuristic 3 Only,p=1,15,44.0,75.0,2.6666666666666665
Heuristic 3 Only,p=1,16,48.0,100.0,2.0
Heuristic 3 Only,p=1,17,48.0,100.0,2.0
Heuristic 3 Only,p=1,18,52.0,100.0,2.0
Heuristic 3 Only,p=1,19,56.00000000000001,100.0,2.25
Heuristic 3 Only,p=1,20,60.0,100.0,2.25
Heuristic 3 Only,p=1,21,60.0,100.0,2.25
Heuristic 3 Only,p=1,22,60.0,100.0,2.25
Heuristic 3 Only,p=1,23,64.0,100.0,2.25
