Scenario,Probability,Iteration,Accuracy,Rule Percentage,Conciseness
Heuristic 1 Only,p=0,0,8.0,0.0,0
Heuristic 1 Only,p=0,1,12.0,0.0,0
Heuristic 1 Only,p=0,2,12.0,0.0,0
Heuristic 1 Only,p=0,3,16.0,0.0,0
Heuristic 1 Only,p=0,4,16.0,0.0,0
Heuristic 1 Only,p=0,5,16.0,0.0,0
Heuristic 1 Only,p=0,6,16.0,0.0,0
Heuristic 1 Only,p=0,7,16.0,0.0,0
Heuristic 1 Only,p=0,8,20.0,0.0,0
Heuristic 1 Only,p=0,9,24.0,50.0,5.0
Heuristic 1 Only,p=0,10,28.000000000000004,33.33333333333333,7.0
Heuristic 1 Only,p=0,11,32.0,66.66666666666666,2.5
Heuristic 1 Only,p=0,12,32.0,66.66666666666666,2.5
Heuristic 1 Only,p=0,13,36.0,66.66666666666666,3.0
Heuristic 1 Only,p=0,14,40.0,75.0,2.3333333333333335
Heuristic 1 Only,p=0,15,40.0,75.0,2.3333333333333335
Heuristic 1 Only,p=0,16,44.0,75.0,2.3333333333333335
Heuristic 1 Only,p=0,17,44.0,75.0,2.3333333333333335
Heuristic 1 Only,p=0,18,44.0,75.0,2.3333333333333335
Heuristic 1 Only,p=0,19,44.0,75.0,2.3333333333333335
Heuristic 1 Only,p=0,20,44.0,75.0,2.3333333333333335
Heuristic 1 Only,p=0,21,48.0,75.0,2.3333333333333335
Heuristic 1 Only,p=0,22,52.0,100.0,1.5
Heuristic 1 Only,p=0,23,56.00000000000001,100.0,1.75
Heuristic 1 Only,p=0.5,0,4.0,0,0
Heuristic 1 Only,p=0.5,1,8.0,0.0,0
Heuristic 1 Only,p=0.5,2,12.0,0.0,0
Heuristic 1 Only,p=0.5,3,16.0,0.0,0
Heuristic 1 Only,p=0.5,4,20.0,50.0,4.0
Heuristic 1 Only,p=0.5,5,24.0,50.0,4.0
Heuristic 1 Only,p=0.5,6,24.0,100.0,1.5
Heuristic 1 Only,p=0.5,7,24.0,100.0,1.5
Heuristic 1 Only,p=0.5,8,28.000000000000004,66.66666666666666,3.0
Heuristic 1 Only,p=0.5,9,32.0,100.0,1.6666666666666667
Heuristic 1 Only,p=0.5,10,36.0,100.0,1.5
Heuristic 1 Only,p=0.5,11,36.0,100.0,1.5
Heuristic 1 Only,p=0.5,12,40.0,100.0,1.5
Heuristic 1 Only,p=0.5,13,44.0,100.0,1.5
Heuristic 1 Only,p=0.5,14,48.0,100.0,1.5
Heuristic 1 Only,p=0.5,15,48.0,100.0,1.75
Heuristic 1 Only,p=0.5,16,52.0,100.0,1.75
Heuristic 1 Only,p=0.5,17,52.0,100.0,1.75
Heuristic 1 Only,p=0.5,18,52.0,100.0,1.75
Heuristic 1 Only,p=0.5,19,56.00000000000001,75.0,2.6666666666666665
Heuristic 1 Only,p=0.5,20,56.00000000000001,100.0,1.75
Heuristic 1 Only,p=0.5,21,56.00000000000001,100.0,1.75
Heuristic 1 Only,p=0.5,22,60.0,100.0,1.75
Heuristic 1 Only,p=0.5,23,64.0,100.0,1.75
Heuristic 1 Only,p=1,0,4.0,0.0,0
Heuristic 1 Only,p=1,1,8.0,0.0,0
Heuristic 1 Only,p=1,2,8.0,100.0,1.0
Heuristic 1 Only,p=1,3,8.0,100.0,1.0
Heuristic 1 Only,p=1,4,12.0,100.0,1.0
Heuristic 1 Only,p=1,5,16.0,100.0,1.0
Heuristic 1 Only,p=1,6,16.0,66.66666666666666,2.0
Heuristic 1 Only,p=1,7,20.0,100.0,1.3333333333333333
Heuristic 1 Only,p=1,8,24.0,75.0,2.6666666666666665
Heuristic 1 Only,p=1,9,24.0,75.0,2.0
Heuristic 1 Only,p=1,10,28.000000000000004,100.0,1.5
Heuristic 1 Only,p=1,11,28.000000000000004,100.0,1.5
Heuristic 1 Only,p=1,12,32.0,100.0,1.5
Heuristic 1 Only,p=1,13,36.0,100.0,1.5
Heuristic 1 Only,p=1,14,36.0,100.0,1.5
Heuristic 1 Only,p=1,15,40.0,100.0,1.5
Heuristic 1 Only,p=1,16,44.0,100.0,1.5
Heuristic 1 Only,p=1,17,48.0,75.0,2.3333333333333335
Heuristic 1 Only,p=1,18,48.0,100.0,1.5
Heuristic 1 Only,p=1,19,48.0,100.0,1.5
Heuristic 1 Only,p=1,20,52.0,100.0,1.5
Heuristic 1 Only,p=1,21,52.0,100.0,1.5
Heuristic 1 Only,p=1,22,56.00000000000001,100.0,1.5
Heuristic 1 Only,p=1,23,56.00000000000001,100.0,1.5
