Scenario,Probability,Iteration,Accuracy,Rule Percentage,Conciseness
Heuristic 1 Only,p=0,0,2.941176470588235,0.0,0
Heuristic 1 Only,p=0,1,2.941176470588235,0.0,0
Heuristic 1 Only,p=0,2,2.941176470588235,0.0,0
Heuristic 1 Only,p=0,3,2.941176470588235,0.0,0
Heuristic 1 Only,p=0,4,2.941176470588235,0.0,0
Heuristic 1 Only,p=0,5,5.88235294117647,50.0,5.0
Heuristic 1 Only,p=0,6,8.823529411764707,0.0,0
Heuristic 1 Only,p=0,7,11.76470588235294,0.0,0
Heuristic 1 Only,p=0,8,11.76470588235294,33.33333333333333,17.0
Heuristic 1 Only,p=0,9,14.705882352941178,0.0,0
Heuristic 1 Only,p=0,10,14.705882352941178,0.0,0
Heuristic 1 Only,p=0,11,17.647058823529413,33.33333333333333,18.0
Heuristic 1 Only,p=0,12,17.647058823529413,33.33333333333333,18.0
Heuristic 1 Only,p=0,13,17.647058823529413,33.33333333333333,9.0
Heuristic 1 Only,p=0,14,17.647058823529413,33.33333333333333,11.0
Heuristic 1 Only,p=0,15,20.588235294117645,25.0,15.0
Heuristic 1 Only,p=0,16,23.52941176470588,50.0,6.5
Heuristic 1 Only,p=0,17,26.47058823529412,25.0,16.0
Heuristic 1 Only,p=0,18,29.411764705882355,25.0,16.0
Heuristic 1 Only,p=0,19,29.411764705882355,25.0,16.0
Heuristic 1 Only,p=0,20,29.411764705882355,25.0,16.0
Heuristic 1 Only,p=0,21,29.411764705882355,50.0,6.5
Heuristic 1 Only,p=0,22,32.35294117647059,50.0,6.0
Heuristic 1 Only,p=0,23,35.294117647058826,25.0,13.0
Heuristic 1 Only,p=0,24,38.23529411764706,25.0,15.0
Heuristic 1 Only,p=0,25,38.23529411764706,25.0,5.0
Heuristic 1 Only,p=0,26,38.23529411764706,25.0,14.0
Heuristic 1 Only,p=0,27,38.23529411764706,25.0,13.0
Heuristic 1 Only,p=0,28,41.17647058823529,50.0,6.5
Heuristic 1 Only,p=0,29,41.17647058823529,25.0,14.0
Heuristic 1 Only,p=0,30,44.11764705882353,50.0,6.0
Heuristic 1 Only,p=0,31,47.05882352941176,25.0,14.0
Heuristic 1 Only,p=0,32,47.05882352941176,50.0,6.0
Heuristic 1 Only,p=0.5,0,0.0,0,0
Heuristic 1 Only,p=0.5,1,0.0,0,0
Heuristic 1 Only,p=0.5,2,0.0,0,0
Heuristic 1 Only,p=0.5,3,2.941176470588235,0.0,0
Heuristic 1 Only,p=0.5,4,5.88235294117647,0.0,0
Heuristic 1 Only,p=0.5,5,5.88235294117647,0.0,0
Heuristic 1 Only,p=0.5,6,8.823529411764707,0.0,0
Heuristic 1 Only,p=0.5,7,8.823529411764707,0.0,0
Heuristic 1 Only,p=0.5,8,8.823529411764707,33.33333333333333,5.0
Heuristic 1 Only,p=0.5,9,8.823529411764707,33.33333333333333,5.0
Heuristic 1 Only,p=0.5,10,8.823529411764707,33.33333333333333,5.0
Heuristic 1 Only,p=0.5,11,8.823529411764707,66.66666666666666,2.0
Heuristic 1 Only,p=0.5,12,8.823529411764707,66.66666666666666,2.0
Heuristic 1 Only,p=0.5,13,11.76470588235294,50.0,4.0
Heuristic 1 Only,p=0.5,14,14.705882352941178,25.0,11.0
Heuristic 1 Only,p=0.5,15,14.705882352941178,50.0,4.0
Heuristic 1 Only,p=0.5,16,17.647058823529413,75.0,2.3333333333333335
Heuristic 1 Only,p=0.5,17,20.588235294117645,50.0,4.0
Heuristic 1 Only,p=0.5,18,20.588235294117645,25.0,9.0
Heuristic 1 Only,p=0.5,19,23.52941176470588,75.0,2.3333333333333335
Heuristic 1 Only,p=0.5,20,23.52941176470588,50.0,4.0
Heuristic 1 Only,p=0.5,21,26.47058823529412,50.0,4.0
Heuristic 1 Only,p=0.5,22,26.47058823529412,75.0,2.3333333333333335
Heuristic 1 Only,p=0.5,23,29.411764705882355,50.0,4.0
Heuristic 1 Only,p=0.5,24,29.411764705882355,50.0,4.0
Heuristic 1 Only,p=0.5,25,29.411764705882355,50.0,4.0
Heuristic 1 Only,p=0.5,26,29.411764705882355,25.0,10.0
Heuristic 1 Only,p=0.5,27,32.35294117647059,50.0,4.0
Heuristic 1 Only,p=0.5,28,35.294117647058826,50.0,5.0
Heuristic 1 Only,p=0.5,29,38.23529411764706,25.0,11.0
Heuristic 1 Only,p=0.5,30,38.23529411764706,25.0,11.0
Heuristic 1 Only,p=0.5,31,38.23529411764706,25.0,11.0
Heuristic 1 Only,p=0.5,32,38.23529411764706,50.0,4.5
Heuristic 1 Only,p=1,0,2.941176470588235,0.0,0
Heuristic 1 Only,p=1,1,5.88235294117647,0.0,0
Heuristic 1 Only,p=1,2,8.823529411764707,0.0,0
Heuristic 1 Only,p=1,3,8.823529411764707,100.0,3.0
Heuristic 1 Only,p=1,4,8.823529411764707,100.0,3.0
Heuristic 1 Only,p=1,5,8.823529411764707,100.0,3.0
Heuristic 1 Only,p=1,6,8.823529411764707,100.0,3.0
Heuristic 1 Only,p=1,7,8.823529411764707,100.0,3.0
Heuristic 1 Only,p=1,8,11.76470588235294,100.0,3.0
Heuristic 1 Only,p=1,9,11.76470588235294,100.0,3.0
Heuristic 1 Only,p=1,10,14.705882352941178,50.0,7.0
Heuristic 1 Only,p=1,11,17.647058823529413,50.0,7.0
Heuristic 1 Only,p=1,12,17.647058823529413,66.66666666666666,3.0
Heuristic 1 Only,p=1,13,17.647058823529413,100.0,2.0
Heuristic 1 Only,p=1,14,17.647058823529413,100.0,2.0
Heuristic 1 Only,p=1,15,20.588235294117645,66.66666666666666,3.5
Heuristic 1 Only,p=1,16,20.588235294117645,25.0,4.0
Heuristic 1 Only,p=1,17,23.52941176470588,75.0,3.0
Heuristic 1 Only,p=1,18,23.52941176470588,75.0,2.3333333333333335
Heuristic 1 Only,p=1,19,26.47058823529412,75.0,2.3333333333333335
Heuristic 1 Only,p=1,20,26.47058823529412,75.0,2.3333333333333335
Heuristic 1 Only,p=1,21,29.411764705882355,33.33333333333333,8.0
Heuristic 1 Only,p=1,22,29.411764705882355,50.0,4.0
Heuristic 1 Only,p=1,23,32.35294117647059,50.0,4.5
