Scenario,Probability,Iteration,Accuracy,Rule Percentage,Conciseness
Heuristic 2 Only,p=0,0,8.0,0.0,0
Heuristic 2 Only,p=0,1,12.0,0.0,0
Heuristic 2 Only,p=0,2,16.0,0.0,0
Heuristic 2 Only,p=0,3,20.0,0.0,0
Heuristic 2 Only,p=0,4,24.0,0.0,0
Heuristic 2 Only,p=0,5,28.000000000000004,0.0,0
Heuristic 2 Only,p=0,6,32.0,0.0,0
Heuristic 2 Only,p=0,7,36.0,0.0,0
Heuristic 2 Only,p=0,8,40.0,0.0,0
Heuristic 2 Only,p=0,9,44.0,0.0,0
Heuristic 2 Only,p=0,10,48.0,0.0,0
Heuristic 2 Only,p=0,11,52.0,0.0,0
Heuristic 2 Only,p=0,12,56.00000000000001,0.0,0
Heuristic 2 Only,p=0,13,60.0,0.0,0
Heuristic 2 Only,p=0,14,64.0,0.0,0
Heuristic 2 Only,p=0,15,68.0,0.0,0
Heuristic 2 Only,p=0,16,72.0,0.0,0
Heuristic 2 Only,p=0,17,76.0,0.0,0
Heuristic 2 Only,p=0,18,80.0,75.0,6.333333333333333
Heuristic 2 Only,p=0,19,84.0,100.0,4.75
Heuristic 2 Only,p=0,20,88.0,100.0,4.75
Heuristic 2 Only,p=0,21,92.0,100.0,4.75
Heuristic 2 Only,p=0,22,96.0,100.0,4.75
Heuristic 2 Only,p=0,23,100.0,100.0,4.0
Heuristic 2 Only,p=0.5,0,8.0,0.0,0
Heuristic 2 Only,p=0.5,1,12.0,0.0,0
Heuristic 2 Only,p=0.5,2,16.0,0.0,0
Heuristic 2 Only,p=0.5,3,20.0,0.0,0
Heuristic 2 Only,p=0.5,4,24.0,0.0,0
Heuristic 2 Only,p=0.5,5,28.000000000000004,0.0,0
Heuristic 2 Only,p=0.5,6,32.0,0.0,0
Heuristic 2 Only,p=0.5,7,36.0,0.0,0
Heuristic 2 Only,p=0.5,8,40.0,0.0,0
Heuristic 2 Only,p=0.5,9,44.0,0.0,0
Heuristic 2 Only,p=0.5,10,48.0,0.0,0
Heuristic 2 Only,p=0.5,11,52.0,0.0,0
Heuristic 2 Only,p=0.5,12,56.00000000000001,0.0,0
Heuristic 2 Only,p=0.5,13,60.0,0.0,0
Heuristic 2 Only,p=0.5,14,88.0,100.0,25.0
Heuristic 2 Only,p=0.5,15,88.0,100.0,25.0
Heuristic 2 Only,p=0.5,16,88.0,100.0,25.0
Heuristic 2 Only,p=0.5,17,88.0,100.0,25.0
Heuristic 2 Only,p=0.5,18,88.0,100.0,25.0
Heuristic 2 Only,p=0.5,19,88.0,100.0,25.0
Heuristic 2 Only,p=0.5,20,88.0,100.0,25.0
Heuristic 2 Only,p=0.5,21,88.0,100.0,25.0
Heuristic 2 Only,p=0.5,22,88.0,100.0,25.0
Heuristic 2 Only,p=0.5,23,88.0,100.0,25.0
Heuristic 2 Only,p=0.5,24,88.0,100.0,25.0
Heuristic 2 Only,p=1,0,8.0,0.0,0
Heuristic 2 Only,p=1,1,12.0,0.0,0
Heuristic 2 Only,p=1,2,16.0,0.0,0
Heuristic 2 Only,p=1,3,20.0,0.0,0
Heuristic 2 Only,p=1,4,24.0,0.0,0
Heuristic 2 Only,p=1,5,28.000000000000004,0.0,0
Heuristic 2 Only,p=1,6,32.0,0.0,0
Heuristic 2 Only,p=1,7,36.0,0.0,0
Heuristic 2 Only,p=1,8,40.0,0.0,0
Heuristic 2 Only,p=1,9,44.0,0.0,0
Heuristic 2 Only,p=1,10,48.0,0.0,0
Heuristic 2 Only,p=1,11,52.0,0.0,0
Heuristic 2 Only,p=1,12,56.00000000000001,0.0,0
Heuristic 2 Only,p=1,13,60.0,0.0,0
Heuristic 2 Only,p=1,14,64.0,0.0,0
Heuristic 2 Only,p=1,15,68.0,0.0,0
Heuristic 2 Only,p=1,16,72.0,0.0,0
Heuristic 2 Only,p=1,17,76.0,0.0,0
Heuristic 2 Only,p=1,18,80.0,75.0,6.333333333333333
Heuristic 2 Only,p=1,19,84.0,100.0,4.0
Heuristic 2 Only,p=1,20,88.0,100.0,4.0
Heuristic 2 Only,p=1,21,92.0,100.0,4.0
Heuristic 2 Only,p=1,22,96.0,100.0,4.0
Heuristic 2 Only,p=1,23,100.0,100.0,4.0
