Scenario,Probability,Iteration,Accuracy,Rule Percentage,Conciseness
Heuristic 1 Only,p=0.5,0,4.0,0,0
Heuristic 1 Only,p=0.5,1,4.0,0,0
Heuristic 1 Only,p=0.5,2,8.0,0,0
Heuristic 1 Only,p=0.5,3,8.0,0,0
Heuristic 1 Only,p=0.5,4,12.0,0.0,0
Heuristic 1 Only,p=0.5,5,16.0,100.0,2.0
Heuristic 1 Only,p=0.5,6,20.0,50.0,10.0
Heuristic 1 Only,p=0.5,7,24.0,50.0,10.0
Heuristic 1 Only,p=0.5,8,28.000000000000004,66.66666666666666,5.5
Heuristic 1 Only,p=0.5,9,32.0,66.66666666666666,5.5
Heuristic 1 Only,p=0.5,10,36.0,50.0,6.5
Heuristic 1 Only,p=0.5,11,40.0,50.0,6.0
Heuristic 1 Only,p=0.5,12,44.0,75.0,4.0
Heuristic 1 Only,p=0.5,13,48.0,50.0,6.5
Heuristic 1 Only,p=0.5,14,52.0,75.0,4.333333333333333
Heuristic 1 Only,p=0.5,15,56.00000000000001,75.0,4.333333333333333
Heuristic 1 Only,p=0.5,16,60.0,50.0,8.0
Heuristic 1 Only,p=0.5,17,64.0,50.0,8.0
Heuristic 1 Only,p=0.5,18,68.0,75.0,5.333333333333333
Heuristic 1 Only,p=0.5,19,72.0,75.0,5.333333333333333
Heuristic 1 Only,p=0.5,20,76.0,100.0,4.0
Heuristic 1 Only,p=0.5,21,80.0,100.0,4.0
Heuristic 1 Only,p=0.5,22,84.0,100.0,4.0
Heuristic 1 Only,p=0.5,23,88.0,100.0,4.0
Heuristic 2 Only,p=0.5,0,8.0,0.0,0
Heuristic 2 Only,p=0.5,1,12.0,0.0,0
Heuristic 2 Only,p=0.5,2,16.0,0.0,0
Heuristic 2 Only,p=0.5,3,20.0,0.0,0
Heuristic 2 Only,p=0.5,4,24.0,0.0,0
Heuristic 2 Only,p=0.5,5,28.000000000000004,0.0,0
Heuristic 2 Only,p=0.5,6,32.0,0.0,0
Heuristic 2 Only,p=0.5,7,36.0,0.0,0
