Scenario,Probability,Iteration,Accuracy,Rule Percentage,Conciseness
Heuristic 1 Only,p=0.5,0,4.0,0,0
Heuristic 1 Only,p=0.5,1,4.0,0,0
Heuristic 1 Only,p=0.5,2,4.0,0,0
Heuristic 1 Only,p=0.5,3,4.0,0,0
Heuristic 1 Only,p=0.5,4,4.0,0,0
Heuristic 1 Only,p=0.5,5,4.0,0,0
Heuristic 1 Only,p=0.5,6,8.0,0,0
Heuristic 1 Only,p=0.5,7,8.0,0,0
Heuristic 1 Only,p=0.5,8,12.0,0.0,0
Heuristic 1 Only,p=0.5,9,16.0,0.0,0
Heuristic 1 Only,p=0.5,10,20.0,50.0,10.0
Heuristic 1 Only,p=0.5,11,24.0,50.0,10.0
Heuristic 1 Only,p=0.5,12,28.000000000000004,66.66666666666666,5.5
Heuristic 1 Only,p=0.5,13,32.0,66.66666666666666,5.5
Heuristic 1 Only,p=0.5,14,36.0,66.66666666666666,5.5
Heuristic 1 Only,p=0.5,15,40.0,66.66666666666666,5.5
Heuristic 1 Only,p=0.5,16,44.0,33.33333333333333,14.0
Heuristic 1 Only,p=0.5,17,48.0,33.33333333333333,14.0
Heuristic 1 Only,p=0.5,18,52.0,50.0,7.5
Heuristic 1 Only,p=0.5,19,56.00000000000001,50.0,7.5
Heuristic 1 Only,p=0.5,20,60.0,50.0,7.5
Heuristic 1 Only,p=0.5,21,64.0,50.0,7.5
Heuristic 1 Only,p=0.5,22,68.0,50.0,8.0
Heuristic 1 Only,p=0.5,23,72.0,75.0,5.333333333333333
Heuristic 2 Only,p=0.5,0,8.0,0.0,0
Heuristic 2 Only,p=0.5,1,12.0,0.0,0
Heuristic 2 Only,p=0.5,2,16.0,0.0,0
Heuristic 2 Only,p=0.5,3,20.0,0.0,0
Heuristic 2 Only,p=0.5,4,24.0,0.0,0
Heuristic 2 Only,p=0.5,5,28.000000000000004,0.0,0
Heuristic 2 Only,p=0.5,6,32.0,0.0,0
Heuristic 2 Only,p=0.5,7,36.0,0.0,0
