Scenario,Probability,Iteration,Accuracy,Rule Percentage,Conciseness
Heuristic 1 Only,p=0,0,4.0,0.0,0
Heuristic 1 Only,p=0,1,4.0,50.0,5.0
Heuristic 1 Only,p=0,2,4.0,0.0,0
Heuristic 1 Only,p=0,3,4.0,50.0,5.0
Heuristic 1 Only,p=0,4,4.0,0.0,0
Heuristic 1 Only,p=0,5,4.0,0.0,0
Heuristic 1 Only,p=0,6,4.0,50.0,5.0
Heuristic 1 Only,p=0,7,4.0,0.0,0
Heuristic 1 Only,p=0,8,4.0,50.0,5.0
Heuristic 1 Only,p=0,9,8.0,66.66666666666666,3.0
Heuristic 1 Only,p=0,10,8.0,33.33333333333333,6.0
Heuristic 1 Only,p=0,11,8.0,33.33333333333333,6.0
Heuristic 1 Only,p=0,12,8.0,33.33333333333333,6.0
Heuristic 1 Only,p=0,13,8.0,33.33333333333333,6.0
Heuristic 1 Only,p=0,14,12.0,50.0,4.0
Heuristic 1 Only,p=0,15,12.0,50.0,4.0
Heuristic 1 Only,p=0,16,12.0,50.0,4.0
Heuristic 1 Only,p=0,17,12.0,50.0,4.0
Heuristic 1 Only,p=0,18,12.0,50.0,4.0
Heuristic 1 Only,p=0,19,12.0,25.0,8.0
Heuristic 1 Only,p=0,20,16.0,75.0,2.6666666666666665
Heuristic 1 Only,p=0,21,16.0,100.0,2.0
Heuristic 1 Only,p=0,22,16.0,100.0,2.0
Heuristic 1 Only,p=0,23,20.0,100.0,2.0
Heuristic 1 Only,p=0.5,0,0.0,0,0
Heuristic 1 Only,p=0.5,1,0.0,0.0,0
Heuristic 1 Only,p=0.5,2,4.0,0.0,0
Heuristic 1 Only,p=0.5,3,4.0,0.0,0
Heuristic 1 Only,p=0.5,4,8.0,100.0,4.0
Heuristic 1 Only,p=0.5,5,8.0,100.0,4.0
Heuristic 1 Only,p=0.5,6,8.0,100.0,2.5
Heuristic 1 Only,p=0.5,7,8.0,50.0,6.0
Heuristic 1 Only,p=0.5,8,8.0,100.0,2.5
Heuristic 1 Only,p=0.5,9,12.0,100.0,2.0
Heuristic 1 Only,p=0.5,10,12.0,100.0,2.0
Heuristic 1 Only,p=0.5,11,16.0,75.0,2.6666666666666665
Heuristic 1 Only,p=0.5,12,20.0,100.0,2.0
Heuristic 1 Only,p=0.5,13,24.0,100.0,2.0
Heuristic 1 Only,p=0.5,14,24.0,100.0,2.0
Heuristic 1 Only,p=0.5,15,28.000000000000004,100.0,2.0
Heuristic 1 Only,p=0.5,16,32.0,75.0,4.333333333333333
Heuristic 1 Only,p=0.5,17,32.0,75.0,4.333333333333333
Heuristic 1 Only,p=0.5,18,32.0,100.0,2.0
Heuristic 1 Only,p=0.5,19,36.0,100.0,2.0
Heuristic 1 Only,p=0.5,20,40.0,75.0,3.6666666666666665
Heuristic 1 Only,p=0.5,21,44.0,75.0,3.6666666666666665
Heuristic 1 Only,p=0.5,22,44.0,100.0,2.0
Heuristic 1 Only,p=0.5,23,44.0,100.0,2.0
Heuristic 1 Only,p=1,0,4.0,0.0,0
Heuristic 1 Only,p=1,1,4.0,0.0,0
Heuristic 1 Only,p=1,2,4.0,0.0,0
Heuristic 1 Only,p=1,3,4.0,50.0,5.0
Heuristic 1 Only,p=1,4,8.0,50.0,5.0
Heuristic 1 Only,p=1,5,8.0,100.0,2.0
Heuristic 1 Only,p=1,6,8.0,100.0,2.0
Heuristic 1 Only,p=1,7,8.0,100.0,2.0
Heuristic 1 Only,p=1,8,8.0,100.0,1.6666666666666667
Heuristic 1 Only,p=1,9,12.0,100.0,1.6666666666666667
Heuristic 1 Only,p=1,10,12.0,100.0,1.6666666666666667
Heuristic 1 Only,p=1,11,12.0,100.0,1.6666666666666667
Heuristic 1 Only,p=1,12,12.0,100.0,1.6666666666666667
Heuristic 1 Only,p=1,13,16.0,75.0,2.3333333333333335
Heuristic 1 Only,p=1,14,20.0,100.0,1.75
Heuristic 1 Only,p=1,15,24.0,100.0,1.75
Heuristic 1 Only,p=1,16,28.000000000000004,75.0,2.6666666666666665
Heuristic 1 Only,p=1,17,32.0,100.0,2.0
Heuristic 1 Only,p=1,18,32.0,100.0,2.0
Heuristic 1 Only,p=1,19,32.0,100.0,2.0
Heuristic 1 Only,p=1,20,36.0,100.0,2.0
Heuristic 1 Only,p=1,21,36.0,100.0,2.0
Heuristic 1 Only,p=1,22,36.0,100.0,2.0
Heuristic 1 Only,p=1,23,40.0,100.0,2.0
