Scenario,Probability,Iteration,Accuracy,Rule Percentage,Conciseness
Heuristic 3 Only,p=0,0,4.0,0.0,0
Heuristic 3 Only,p=0,1,4.0,0.0,0
Heuristic 3 Only,p=0,2,8.0,0.0,0
Heuristic 3 Only,p=0,3,8.0,0.0,0
Heuristic 3 Only,p=0,4,8.0,0.0,0
Heuristic 3 Only,p=0,5,12.0,0.0,0
Heuristic 3 Only,p=0,6,12.0,0.0,0
Heuristic 3 Only,p=0,7,12.0,0.0,0
Heuristic 3 Only,p=0,8,16.0,0.0,0
Heuristic 3 Only,p=0,9,20.0,0.0,0
Heuristic 3 Only,p=0,10,20.0,0.0,0
Heuristic 3 Only,p=0,11,20.0,0.0,0
Heuristic 3 Only,p=0,12,24.0,0.0,0
Heuristic 3 Only,p=0,13,28.000000000000004,25.0,13.0
Heuristic 3 Only,p=0,14,32.0,33.33333333333333,11.0
Heuristic 3 Only,p=0,15,32.0,50.0,9.0
Heuristic 3 Only,p=0,16,32.0,50.0,5.0
Heuristic 3 Only,p=0,17,32.0,50.0,5.0
Heuristic 3 Only,p=0,18,32.0,50.0,5.0
Heuristic 3 Only,p=0,19,36.0,50.0,5.0
Heuristic 3 Only,p=0,20,36.0,50.0,5.0
Heuristic 3 Only,p=0,21,40.0,50.0,5.0
Heuristic 3 Only,p=0,22,44.0,100.0,2.5
Heuristic 3 Only,p=0,23,48.0,100.0,2.0
Heuristic 3 Only,p=0.5,0,0.0,0.0,0
Heuristic 3 Only,p=0.5,1,0.0,0.0,0
Heuristic 3 Only,p=0.5,2,4.0,0.0,0
Heuristic 3 Only,p=0.5,3,4.0,100.0,2.0
Heuristic 3 Only,p=0.5,4,4.0,100.0,2.0
Heuristic 3 Only,p=0.5,5,4.0,100.0,2.0
Heuristic 3 Only,p=0.5,6,4.0,100.0,2.0
Heuristic 3 Only,p=0.5,7,8.0,50.0,10.0
Heuristic 3 Only,p=0.5,8,12.0,50.0,10.0
Heuristic 3 Only,p=0.5,9,12.0,50.0,6.0
Heuristic 3 Only,p=0.5,10,16.0,50.0,6.0
Heuristic 3 Only,p=0.5,11,16.0,100.0,2.0
Heuristic 3 Only,p=0.5,12,20.0,100.0,2.0
Heuristic 3 Only,p=0.5,13,20.0,100.0,2.0
Heuristic 3 Only,p=0.5,14,20.0,100.0,2.0
Heuristic 3 Only,p=0.5,15,20.0,100.0,2.0
Heuristic 3 Only,p=0.5,16,20.0,100.0,2.0
Heuristic 3 Only,p=0.5,17,20.0,100.0,2.0
Heuristic 3 Only,p=0.5,18,24.0,100.0,2.0
Heuristic 3 Only,p=0.5,19,28.000000000000004,100.0,1.5
Heuristic 3 Only,p=0.5,20,28.000000000000004,100.0,1.5
Heuristic 3 Only,p=0.5,21,28.000000000000004,100.0,1.5
Heuristic 3 Only,p=0.5,22,28.000000000000004,100.0,1.5
Heuristic 3 Only,p=0.5,23,32.0,100.0,1.5
Heuristic 3 Only,p=1,0,8.0,0.0,0
Heuristic 3 Only,p=1,1,8.0,0.0,0
Heuristic 3 Only,p=1,2,12.0,0.0,0
Heuristic 3 Only,p=1,3,16.0,0.0,0
Heuristic 3 Only,p=1,4,20.0,0.0,0
Heuristic 3 Only,p=1,5,24.0,100.0,6.0
Heuristic 3 Only,p=1,6,28.000000000000004,100.0,6.0
Heuristic 3 Only,p=1,7,28.000000000000004,100.0,6.0
Heuristic 3 Only,p=1,8,32.0,50.0,8.0
Heuristic 3 Only,p=1,9,32.0,100.0,6.0
Heuristic 3 Only,p=1,10,36.0,100.0,3.5
Heuristic 3 Only,p=1,11,36.0,50.0,8.0
Heuristic 3 Only,p=1,12,36.0,100.0,3.5
Heuristic 3 Only,p=1,13,40.0,66.66666666666666,4.5
Heuristic 3 Only,p=1,14,40.0,100.0,2.6666666666666665
Heuristic 3 Only,p=1,15,40.0,100.0,2.6666666666666665
Heuristic 3 Only,p=1,16,44.0,75.0,4.0
Heuristic 3 Only,p=1,17,44.0,100.0,2.25
Heuristic 3 Only,p=1,18,48.0,100.0,2.25
Heuristic 3 Only,p=1,19,48.0,100.0,2.25
Heuristic 3 Only,p=1,20,48.0,100.0,2.25
Heuristic 3 Only,p=1,21,48.0,100.0,2.25
Heuristic 3 Only,p=1,22,48.0,75.0,3.3333333333333335
Heuristic 3 Only,p=1,23,48.0,100.0,2.5
