Scenario,Probability,Iteration,Accuracy,Rule Percentage,Conciseness
Heuristic 1 Only,p=0,0,0.0,0.0,0
Heuristic 1 Only,p=0,1,0.0,0.0,0
Heuristic 1 Only,p=0,2,0.0,0.0,0
Heuristic 1 Only,p=0,3,4.0,0.0,0
Heuristic 1 Only,p=0,4,8.0,50.0,6.0
Heuristic 1 Only,p=0,5,8.0,50.0,6.0
Heuristic 1 Only,p=0,6,8.0,50.0,6.0
Heuristic 1 Only,p=0,7,8.0,50.0,6.0
Heuristic 1 Only,p=0,8,8.0,50.0,6.0
Heuristic 1 Only,p=0,9,8.0,50.0,6.0
Heuristic 1 Only,p=0,10,8.0,50.0,6.0
Heuristic 1 Only,p=0,11,8.0,50.0,6.0
Heuristic 1 Only,p=0,12,8.0,50.0,6.0
Heuristic 1 Only,p=0,13,8.0,50.0,6.0
Heuristic 1 Only,p=0,14,8.0,50.0,6.0
Heuristic 1 Only,p=0,15,8.0,50.0,6.0
Heuristic 1 Only,p=0,16,8.0,50.0,6.0
Heuristic 1 Only,p=0,17,8.0,50.0,6.0
Heuristic 1 Only,p=0,18,8.0,50.0,6.0
Heuristic 1 Only,p=0,19,12.0,33.33333333333333,7.0
Heuristic 1 Only,p=0,20,16.0,33.33333333333333,7.0
Heuristic 1 Only,p=0,21,16.0,33.33333333333333,7.0
Heuristic 1 Only,p=0,22,16.0,33.33333333333333,7.0
Heuristic 1 Only,p=0,23,16.0,100.0,1.5
Heuristic 1 Only,p=0.5,0,0.0,0.0,0
Heuristic 1 Only,p=0.5,1,0.0,100.0,1.0
Heuristic 1 Only,p=0.5,2,0.0,50.0,5.0
Heuristic 1 Only,p=0.5,3,0.0,50.0,5.0
Heuristic 1 Only,p=0.5,4,4.0,50.0,5.0
Heuristic 1 Only,p=0.5,5,4.0,50.0,5.0
Heuristic 1 Only,p=0.5,6,4.0,100.0,1.3333333333333333
Heuristic 1 Only,p=0.5,7,4.0,100.0,1.3333333333333333
Heuristic 1 Only,p=0.5,8,4.0,100.0,1.3333333333333333
Heuristic 1 Only,p=0.5,9,4.0,100.0,1.3333333333333333
Heuristic 1 Only,p=0.5,10,8.0,100.0,1.25
Heuristic 1 Only,p=0.5,11,12.0,75.0,2.0
Heuristic 1 Only,p=0.5,12,12.0,100.0,1.25
Heuristic 1 Only,p=0.5,13,16.0,75.0,2.6666666666666665
Heuristic 1 Only,p=0.5,14,20.0,75.0,2.6666666666666665
Heuristic 1 Only,p=0.5,15,24.0,75.0,2.6666666666666665
Heuristic 1 Only,p=0.5,16,28.000000000000004,75.0,2.6666666666666665
Heuristic 1 Only,p=0.5,17,32.0,100.0,2.0
Heuristic 1 Only,p=0.5,18,32.0,100.0,2.0
Heuristic 1 Only,p=0.5,19,32.0,100.0,2.0
Heuristic 1 Only,p=0.5,20,36.0,100.0,2.0
Heuristic 1 Only,p=0.5,21,36.0,100.0,2.0
Heuristic 1 Only,p=0.5,22,40.0,100.0,2.25
Heuristic 1 Only,p=0.5,23,44.0,100.0,2.25
Heuristic 1 Only,p=1,0,0.0,0.0,0
Heuristic 1 Only,p=1,1,4.0,0.0,0
Heuristic 1 Only,p=1,2,4.0,0.0,0
Heuristic 1 Only,p=1,3,8.0,50.0,5.0
Heuristic 1 Only,p=1,4,8.0,100.0,2.5
Heuristic 1 Only,p=1,5,12.0,66.66666666666666,3.5
Heuristic 1 Only,p=1,6,16.0,100.0,2.3333333333333335
Heuristic 1 Only,p=1,7,16.0,100.0,2.3333333333333335
Heuristic 1 Only,p=1,8,16.0,100.0,2.3333333333333335
Heuristic 1 Only,p=1,9,20.0,75.0,5.0
Heuristic 1 Only,p=1,10,24.0,75.0,5.0
Heuristic 1 Only,p=1,11,28.000000000000004,75.0,5.0
Heuristic 1 Only,p=1,12,32.0,75.0,5.0
Heuristic 1 Only,p=1,13,36.0,75.0,5.0
Heuristic 1 Only,p=1,14,40.0,75.0,5.0
Heuristic 1 Only,p=1,15,44.0,100.0,3.75
Heuristic 1 Only,p=1,16,48.0,100.0,3.75
Heuristic 1 Only,p=1,17,48.0,100.0,3.75
Heuristic 1 Only,p=1,18,48.0,100.0,3.75
Heuristic 1 Only,p=1,19,52.0,100.0,3.75
Heuristic 1 Only,p=1,20,56.00000000000001,100.0,3.75
Heuristic 1 Only,p=1,21,56.00000000000001,100.0,3.75
Heuristic 1 Only,p=1,22,56.00000000000001,100.0,3.75
Heuristic 1 Only,p=1,23,60.0,100.0,3.75
